run_id,fold_id,global_step,train_loss,eval_loss,mcc,f1,tp,fp,tn,fn,output_dir,early_stopping_patience,evaluate_during_training_steps,gradient_accumulation_steps,learning_rate,num_train_epochs,train_batch_size,warmup_ratio,weight_decay,acc
0,0,435.0,0.7119270563125609,0.6018085985902756,0.367969389102526,0.6949806949806949,180.0,85.0,162.0,73.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.684
0,0,440.0,0.2139785587787628,0.6014771399989961,0.3358198376066073,0.6745098039215686,172.0,85.0,162.0,81.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6679999999999999
0,0,445.0,0.5306559205055237,0.601185894674725,0.34782339425065845,0.682261208576998,175.0,85.0,162.0,78.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.674
0,0,450.0,0.5047811269760132,0.6007572682130904,0.3518557076356631,0.6811023622047245,173.0,82.0,165.0,80.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6759999999999999
0,0,455.0,0.5697031021118164,0.6005829000283801,0.3366744615027809,0.6639676113360324,164.0,77.0,170.0,89.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6679999999999999
0,0,460.0,0.4763464033603668,0.6010453166469695,0.3296026014860513,0.6543209876543209,159.0,74.0,173.0,94.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.664
0,0,465.0,0.6600271463394165,0.600085205975033,0.3521947160391096,0.6759999999999999,169.0,78.0,169.0,84.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6759999999999999
0,0,470.0,0.4364646077156067,0.6007998226180911,0.33988579366151483,0.6808510638297872,176.0,88.0,159.0,77.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.67
0,0,475.0,0.6228598952293396,0.6014245478879838,0.348064351560302,0.6871401151631478,179.0,89.0,158.0,74.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.674
0,0,480.0,0.4805986881256104,0.6010693363727085,0.35182726587328383,0.6823529411764706,174.0,83.0,164.0,79.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6759999999999999
0,0,485.0,0.7410036325454712,0.6012018308753059,0.3482616528767589,0.6733466933867737,168.0,78.0,169.0,85.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.674
0,0,490.0,0.6171281337738037,0.6014857973371234,0.3286686960226177,0.6599190283400811,163.0,78.0,169.0,90.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.664
0,0,495.0,0.7997749447822571,0.6015783680809869,0.3484134369680243,0.6720321931589537,167.0,77.0,170.0,86.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.674
0,0,500.0,0.3821292817592621,0.6009186392738706,0.3402600525441433,0.6693386773547093,167.0,79.0,168.0,86.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.67
0,0,505.0,0.5108377337455751,0.5992905156952995,0.3482616528767589,0.6733466933867737,168.0,78.0,169.0,85.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.674
0,0,510.0,0.3314352035522461,0.5974376130671728,0.3641338702138397,0.6826347305389222,171.0,77.0,170.0,82.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.682
